,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
1739,year,brave,explor,perish,vain,attempt,northwest,passag,passabl,water,rout,atlant,pacif,northern,coast,north,america,epic,hunt,worth,navig,rout,prove,lucrat,signific,reduc,time,cost,transport,good,europ,asia,john,cabot,earliest,explor,attempt,search,soon,follow,equal,unsuccess,expedit,franci,drake,captain,jam,cook,voyag,john,franklin,fat,vanish,hear,final,centuri,sink,ship,drown,sailor,norwegian,explor,roald,amundsen,rout,actual,northwest,passag,turn,danger,channel,frigid,dead,northern,region,canada,bring,close,peril,era,explor,rout,treacher,navig,today,author,like,write,passag,search,navig,rout,question,effort,celebr,effort,clarifi,detail,effort,present,balanc,account,effort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,jellyfish,bloom,phenomenon,larg,number,jellyfish,sudden,appear,type,bloom,type,appar,bloom,caus,strong,current,wind,push,jellyfish,close,make,appear,number,increas,type,call,true,bloom,jellyfish,popul,actual,increas,caus,true,bloom,know,scientist,hypothes,possibl,reason,chang,water,temperatur,overfish,natur,predat,jellyfish,increas,food,sourc,nutrient,water,contamin,agricultur,runoff,type,bloom,pose,danger,human,sting,jellyfish,tentacl,addit,jellyfish,bloom,disrupt,fish,industri,rip,net,hurt,fish,enter,coastal,fish,farm,suffoc,fish,scientist,studi,bloom,learn,hop,reduc,possibl,harm,pose,accord,passag,true,jellyfish,bloom,result,overfish,natur,predat,underwat,ocean,current,power,gust,wind,coastal,fish,farm,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,grow,veget,food,limit,farm,rural,area,suburban,backyard,varieti,type,garden,thrive,urban,environ,apart,dweller,indoor,garden,feasibl,window,get,minimum,hour,sunlight,support,plant,lettuc,pepper,tomato,garden,outsid,home,contain,garden,involv,grow,plant,kind,vessel,instead,plant,grind,option,requir,small,sunni,space,like,patio,balconi,option,urban,resid,balconi,patio,area,seek,communiti,garden,program,rent,give,free,access,land,approach,rais,veget,worth,time,effort,reward,bring,author,like,write,passag,order,identifi,complic,garden,citi,advoc,rent,land,farm,rural,area,recommend,grow,lettuc,pepper,tomato,persuad,citi,resid,grow,veget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,contrast,quantit,research,involv,collect,object,data,number,statist,qualit,research,method,studi,involv,subject,data,observ,peopl,qualit,research,wide,social,scientist,learn,human,behavior,emot,person,trait,quantit,research,util,structur,experi,construct,statist,model,explain,find,qualit,research,usual,collect,direct,observ,peopl,environ,qualit,data,analyz,understand,pattern,anomali,human,interact,social,set,exampl,research,silent,observ,record,parent,teacher,interact,understand,behavior,relat,power,dynam,parti,accord,passag,quantit,research,analyz,observ,classifi,person,trait,individu,creat,statist,model,numer,data,gather,inform,group,social,set,record,interact,understand,power,dynam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,get,book,publish,tradit,need,mysteri,undertak,long,basic,step,heed,writer,finish,manuscript,book,decid,genr,best,describ,writer,search,literari,agent,agent,expert,publish,industri,help,author,good,publish,negoti,best,deal,writer,submit,manuscript,editor,agent,recommend,publish,editor,read,manuscript,determin,reject,publish,book,accept,publish,buy,right,book,author,usual,pay,money,advanc,anticip,futur,royalti,publish,design,market,materi,cover,print,distribut,book,base,passag,happen,right,book,purchas,editor,read,author,manuscript,agent,help,author,publish,publish,design,cover,book,author,manuscript,submit,editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,follow,excerpt,shameless,wayn,halliwel,sutcliff,week,march,see,rain,snow,hail,felt,wind,shift,brisk,north,snarl,southeast,warm,rain,weight,south,easter,gale,nip,vein,bodi,daunt,hasti,green,elderberri,lift,plough,field,speedili,juli,scorch,hour,hour,farm,know,shiver,hardest,work,sweat,easiest,moist,untim,heat,plant,rheumat,snug,joint,bitter,cold,weld,natur,dead,heart,show,tear,face,wear,dull,grey,despair,thew,muscl,stiffen,lean,rous,labor,bring,bud,leaf,kine,cow,calv,author,describ,weather,larg,term,instabl,warmth,danger,frailti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,follow,excerpt,dracula,bram,stoker,face,strong,strong,aquilin,high,bridg,nose,peculiar,arch,nostril,lofti,dome,forehead,hair,grow,scantili,round,templ,profus,eyebrow,massiv,meet,nose,bushi,hair,curl,profus,mouth,heavi,moustach,fix,cruel,look,peculiar,sharp,white,teeth,protrud,lip,remark,ruddi,show,astonish,vital,year,rest,ear,pale,top,extrem,point,chin,broad,strong,cheek,firm,general,effect,extraordinari,pallor,author,describ,passag,term,impos,presenc,liveli,face,disturb,manner,extrem,featur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,follow,excerpt,train,forest,gifford,pinchot,tree,forest,help,mutual,protect,high,wind,produc,richer,moister,soil,possibl,tree,stand,singl,apart,compet,root,moistur,soil,light,space,growth,crown,height,breadth,strongest,weapon,tree,growth,height,certain,speci,intoler,shade,tree,overtop,lose,race,good,number,young,tree,destroy,fierc,struggl,exist,prodigi,score,acr,surviv,middl,ten,thousand,seedl,enter,race,life,approxim,term,discuss,tree,forest,author,primari,focus,need,moist,soil,battl,resourc,advantag,height,protect,wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,follow,excerpt,practic,scienc,draw,harold,speed,posit,today,like,river,tributari,meet,point,sudden,turn,steadi,flow,turbul,stream,jostl,differ,current,pull,hither,thither,time,newli,forc,adjust,alter,condit,larger,finer,stream,result,analog,happen,present,time,nation,school,act,react,lose,nation,characterist,hope,futur,larger,deeper,answer,alter,condit,human,result,follow,best,restat,author,main,point,take,characterist,nation,origin,produc,chang,human,condit,stream,combin,larg,stream,improv,converg,influenc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,follow,excerpt,sociolog,modern,social,problem,charl,ellwood,biolog,seek,answer,question,life,zoolog,anim,botani,plant,sociolog,seek,answer,question,societi,better,associ,biolog,zoolog,botani,answer,question,scienc,reach,complet,develop,sociolog,answer,question,societi,reach,final,develop,concept,definit,societi,necessari,beginn,scientif,discuss,social,problem,know,talk,understand,general,societi,sociolog,relat,sociolog,scienc,studi,social,problem,today,sociolog,point,view,author,like,write,passag,order,compar,sociolog,scienc,inform,reader,concept,societi,argu,sociolog,need,develop,persuad,reader,question,find,scienc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,follow,excerpt,woodcraft,nessmuk,larg,major,prospect,tourist,outer,camp,lead,factor,summer,vacat,long,winter,month,prone,collect,littl,knot,talk,camp,fish,hunt,rough,phrase,popular,crop,talk,matter,pertain,vacat,wood,dislik,phrase,green,wood,crystal,water,rough,smooth,rough,home,town,citi,shop,offic,store,bank,place,necess,present,time,work,provid,depend,one,keep,catch,get,leav,author,like,write,passag,order,persuad,reader,camp,clarifi,phrase,camp,critic,feel,camp,rough,argu,contemporari,life,tougher,camp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,slime,mold,physarum,polycephalum,color,spongi,slimi,blob,histori,misunderstand,term,scientif,classif,long,think,type,fungus,true,mold,fungus,slime,mold,actual,mold,protist,protist,cell,organ,classifi,plant,anim,fungi,characterist,consid,group,protist,long,fascin,perplex,scientist,exampl,protist,react,environ,intellig,way,behavior,suggest,memori,anticip,decis,protist,unlik,life,form,includ,microscop,form,like,bacteria,exist,longer,organ,scientist,believ,evolut,earliest,plant,anim,accord,passag,physarum,polycephalum,classifi,fungi,mold,protist,bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,humpback,whale,southeast,alaska,occasion,engag,practic,call,bubbl,feed,multipl,whale,work,trap,fish,achiev,group,humpback,dive,prey,whale,swim,spiral,pattern,blowhol,releas,ring,bubbl,time,whale,produc,sound,scare,fish,caus,group,tight,ball,center,bubbl,ring,remain,whale,posit,ball,fish,lung,surfac,mouth,wide,open,catch,fish,surfac,whale,clamp,jaw,shut,forc,water,siev,like,baleen,plat,trap,fish,insid,mouth,giant,gulp,whale,swallow,thousand,fish,effici,maxim,fish,whale,eat,display,consid,high,organ,complex,cooper,activ,observ,activ,primat,accord,passag,bubbl,techniqu,effect,humpback,turn,dive,swim,spiral,pattern,captur,small,volum,larg,prey,maxim,fish,,,,,,,,,,,,,,,,,,,,,,,,,
1752,painter,writer,artist,appli,understand,color,theori,color,blend,contrast,inform,work,color,convey,certain,mood,attitud,mean,base,human,associ,color,natur,abstract,concept,exampl,peopl,tradit,relat,blue,green,veget,color,connect,natur,associ,blood,artist,communic,energi,strong,feel,yellow,orang,typic,associ,heat,express,idea,warmth,associ,certain,color,stimul,viewer,way,help,achiev,artist,goal,clear,artist,choos,color,pallet,care,creat,imag,memor,last,effect,base,passag,follow,statement,correct,artist,select,color,visual,emot,impact,blue,green,tradit,color,color,theori,limit,artist,color,natur,peopl,prefer,certain,color,depend,mood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,commerci,paint,common,household,product,paint,result,complex,recip,paint,general,mixtur,pigment,resin,solvent,addit,pigment,provid,color,categor,group,prime,extend,resin,binder,pigment,particl,paint,abil,stick,object,paint,come,varieti,type,depend,paint,alkyd,resin,exampl,enamel,paint,coat,outdoor,object,car,hous,expens,paint,purpos,polyvinyl,acet,resin,paint,mixtur,solvent,carrier,pigment,resin,even,distribut,paint,final,addit,enhanc,paint,mold,resist,know,go,paint,help,decid,paint,project,base,passag,follow,function,resin,commerci,paint,keep,ingredi,uniform,mix,make,paint,adher,surfac,make,paint,resist,mold,keep,color,vibrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,follow,excerpt,write,thoma,jefferson,edit,andrew,lipscomb,write,news,press,time,make,letter,privat,busi,intend,say,polit,subject,press,subject,adam,inform,borrow,money,holland,confirm,congress,enabl,foreign,offic,princip,beseech,reflect,expedi,transfer,debt,holland,debt,europ,injur,reput,gentlemen,connect,offic,connect,default,articl,know,blame,excit,worst,disposit,conceiv,think,pray,procur,order,pay,capit,follow,statement,suggest,passag,narrat,usual,avoid,discuss,polit,adam,narrat,disapprov,decis,adam,narrat,wish,extend,time,period,loan,narrat,believ,debt,inher,harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,follow,excerpt,articl,astronomi,graham,magazin,nation,observatori,england,noblest,institut,world,extent,exactitud,astronom,tabl,practic,valu,navig,origin,spread,foreign,commerc,growth,coloni,atlant,establish,relat,india,render,import,easi,accur,method,find,longitud,plan,propos,found,principl,observ,lunar,motion,distanc,voyag,compar,previous,home,calcul,ascertain,differ,home,time,time,differ,longitud,readili,deduc,passag,suggest,abil,precis,determin,longitud,result,develop,coloni,allow,england,relat,india,flourish,requir,accur,data,collect,prior,voyag,reli,visibl,star,see,observatori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,novic,artist,encourag,workshop,learn,specif,techniqu,appli,complet,core,project,project,assembl,bulletin,board,cork,inch,fabric,squar,wood,trim,piec,second,project,construct,cube,piec,sheet,metal,squar,feet,size,final,project,transform,standard,dimension,pattern,totem,pole,dimension,cardboard,sculptur,requir,tool,provid,includ,snip,hacksaw,file,epoxi,glue,drill,nail,screw,solder,gear,week,analyz,model,project,display,refer,help,direct,progress,finish,product,come,prepar,learn,basic,sculpt,process,guid,learn,environ,follow,statement,workshop,suggest,passag,student,produc,similar,piec,teacher,emphas,creativ,express,student,prior,experi,sculpt,teacher,welcom,altern,design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,follow,excerpt,articl,georg,stephenson,railroad,harper,young,peopl,swift,steamer,rail,doubli,trebli,swift,train,england,rate,seventi,mile,hour,fast,balloon,move,storm,wind,rapid,mean,travel,know,past,thirti,year,railroad,reach,rapid,rate,speed,engin,rail,smaller,compact,machineri,steamer,piston,crank,boiler,confin,limit,space,wonder,eleg,labor,mechan,small,insignific,possess,giant,strength,see,rush,long,train,car,bank,hudson,jersey,flat,swift,wind,author,like,write,passag,order,defend,safeti,rail,car,compar,differ,speed,transit,prais,virtu,rail,engin,critic,machineri,steamer,engin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,follow,excerpt,book,architectur,vitruvius,write,centuri,observ,emperor,treatis,volum,commentari,architectur,present,subject,order,complet,mere,begin,leav,desultori,random,fragment,think,worthi,use,thing,reduc,great,complet,order,form,present,differ,book,explain,requir,characterist,differ,depart,author,like,write,passag,order,defend,qualiti,work,ridicul,prior,work,explain,rational,structur,work,work,appeal,wider,audienc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,follow,excerpt,pirat,philip,goss,buccan,pirat,favorit,haunt,place,rendezv,easi,sail,distanc,regular,trade,rout,time,quiet,spot,unlik,visit,strang,craft,shelter,storm,suitabl,beach,vessel,careen,hull,scrap,barnacl,weed,greatest,stronghold,buccan,tortuga,turtl,island,small,island,lie,west,coast,hispaniola,pip,day,flourish,buccan,republ,seamen,law,cultiv,land,sugar,cane,yam,occasion,spaniard,french,warn,swoop,settlement,break,small,republ,sooner,later,buccan,possess,author,like,write,passag,order,applaud,disclosur,hide,place,buccan,pirat,buccan,pirat,construct,stronghold,provid,insight,buccan,frequent,turtl,island,portray,buccan,member,civil,communiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,visitor,glimps,villag,kandovan,northwestern,iran,notic,strike,cone,shape,geolog,format,line,hillsid,closer,inspect,door,window,visibl,reveal,rock,format,actual,contain,home,peopl,kandovan,inhabit,format,year,natur,human,carv,caviti,form,room,multistori,dwell,comfort,hous,entir,famili,add,bonus,thermal,mass,rock,ceil,floor,wall,home,energi,effici,keep,relat,cool,summer,warm,winter,home,modern,addit,electr,run,water,applianc,need,supplement,heat,cool,system,possibl,exterior,addit,natur,materi,paint,earth,tone,help,ensur,home,continu,blend,natur,surround,centuri,come,accord,passag,kandovan,home,stay,relat,cool,summer,thermal,mass,rock,door,window,open,shape,height,format,addit,supplement,cool,system,,,,,,,,,,,,,,,,,,,,,,,
1761,andrew,carnegi,know,success,entrepreneur,histori,generous,carnegi,famili,modest,mean,immigr,pennsylvania,year,work,cotton,factori,love,read,eager,take,advantag,generous,patron,person,librari,earn,increas,higher,salari,carnegi,western,union,messeng,telegraph,oper,final,superintend,divis,pennsylvania,railroad,invest,railway,industri,make,annual,profit,time,salari,carnegi,fortun,branch,steel,bridg,build,found,compani,includ,eventu,namesak,carnegi,steel,believ,bestow,chariti,main,consider,help,help,carnegi,donat,ten,million,dollar,accumul,wealth,construct,near,thousand,public,librari,unit,state,accord,passag,andrew,carnegi,fortun,invest,railway,industri,oper,telegraph,compani,manag,cotton,factori,found,steel,compani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,julia,morgan,architect,dedic,craft,break,gender,barrier,life,women,unit,state,obtain,civil,engin,degre,morgan,continu,studi,franc,woman,receiv,certif,architectur,pari,morgan,open,architectur,firm,secur,number,commiss,women,colleg,charit,organ,eager,support,licens,femal,architect,california,project,colleg,campus,bell,tower,resist,concret,surviv,earthquak,consid,reason,choos,rebuild,francisco,fairmont,hotel,sever,damag,earthquak,morgan,begin,residenti,project,newspap,tycoon,william,randolph,hearst,come,know,hearst,castl,opul,extravag,design,scale,materi,long,career,morgan,design,build,base,passag,believ,morgan,receiv,fairmont,hotel,commiss,design,project,withstand,natur,disast,licens,femal,architect,california,design,luxuri,resid,wealthi,patron,femal,architectur,graduat,pari,,,,,,,,,,,,,,,,,,,,,,
1763,mighti,bison,call,north,america,home,prehistor,time,massiv,creatur,stand,feet,tall,liter,weigh,number,ten,million,great,plain,region,play,import,role,ecolog,graze,bison,help,prairi,dog,surviv,keep,grass,short,give,unobstruct,view,predat,bison,major,food,sourc,wolv,unregul,shoot,decim,popul,leav,mere,thousand,turn,centuri,time,bison,popul,rebound,approxim,half,million,live,north,america,wild,crossbre,cattl,semi,domest,signific,danger,wild,bison,exist,form,diseas,transmit,cattl,effort,underway,introduc,diseas,free,bison,conserv,herd,help,boost,number,natur,treasur,accord,passag,respons,decim,wild,bison,popul,north,america,unregul,shoot,cattl,spread,diseas,farmer,cross,breed,cattl,wolv,prey,food,sourc,,,,,,,,,,,,,,,,,,,,,
1764,million,coin,manufactur,unit,state,offici,coin,produc,facil,call,mint,produc,coin,complex,process,requir,machin,oper,work,quick,effici,blank,coin,punch,strip,metal,blank,heat,furnac,wash,dri,blank,machin,call,upset,form,edg,blank,stamp,design,graphic,monetari,valu,motto,coin,press,result,coin,inspect,oper,magnifi,glass,final,coin,automat,count,machin,packag,shipment,feder,reserv,bank,distribut,coin,local,bank,countri,base,passag,happen,immedi,blank,coin,stamp,heat,wash,oper,inspect,magnifi,glass,upset,form,edg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,common,glowworm,europ,classifi,lamphyrida,famili,type,bioluminesc,insect,creat,chemic,reaction,bodi,caus,glow,organ,actual,worm,elong,beetl,adult,femal,speci,emit,truli,bright,glow,flightless,femal,produc,green,yellow,light,attract,wing,male,male,glow,larva,light,fainter,difficult,contrast,glow,adult,femal,bodi,easili,visibl,human,particular,dark,night,display,light,hour,cours,difficult,presenc,artifici,light,streetlight,flashlight,bioluminesc,insect,lamphyrida,famili,zealand,common,call,glowworm,type,beetl,worm,like,larva,inhabit,cave,produc,glow,blue,chain,attract,ensnar,prey,accord,passag,adult,femal,glowworm,common,europ,glow,order,attract,wing,male,navig,dark,cave,attract,ensnar,prey,increas,visibl,artifici,light,,,,,,,,,,,,,,,,,,,,,,,,,
1766,flannel,wardrob,part,world,generat,fabric,origin,wale,weav,sheep,wool,fundament,cloth,cover,land,harsh,winter,fabric,quick,pick,england,franc,produc,extens,industri,revolut,thank,capabl,manufactur,unit,state,durabl,flannel,perfect,fabric,civil,soldier,coat,undershirt,later,world,line,soldier,jacket,turn,point,come,late,flannel,transit,fashion,fabric,busi,suit,chang,fashion,plaid,pattern,flannel,shirt,associ,messi,casual,attir,rock,roll,band,member,blend,flannel,includ,cotton,fiber,allow,versatil,fabric,way,passag,suggest,flannel,popular,wale,warmth,durabl,versatil,appear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,baobab,tree,larg,decidu,tree,predomin,arid,region,africa,australia,unusu,look,branch,emerg,top,tree,say,resembl,root,especi,bare,leav,tree,util,sourc,food,nearbi,anim,human,edibl,fruit,leav,flower,root,addit,live,tree,broad,hollow,trunk,captur,store,rain,water,bark,strip,lower,trunk,make,sturdi,rope,cloth,tree,serv,gather,place,communiti,decis,use,remark,appear,surpris,baobab,tree,featur,promin,myth,legend,indigen,cultur,believ,tree,contain,soul,great,chief,believ,baobab,tree,turn,upsid,god,punish,arrog,tree,follow,conclus,baobab,suggest,passag,extrem,import,local,human,inhabit,primari,food,sourc,nearbi,desert,anim,protect,myth,legend,admir,strang,appear,use,,,,,,,,,,,,,,,,,,,,,,,,
1768,expand,opportun,african,american,arm,forc,armi,initi,special,train,program,base,tuskege,alabama,program,armi,corp,select,small,group,african,american,colleg,degre,receiv,basic,flight,train,success,advanc,train,black,fighter,squadron,creat,histori,come,rememb,trailblaz,tuskege,airmen,tenaci,pilot,overcom,discrimin,issu,substandard,equip,high,respect,action,world,thousand,courag,tuskege,airmen,credit,mission,perfect,success,rate,escort,bomber,past,enemi,fighter,tuskege,airmen,triumphant,militari,servic,forefront,histori,braveri,fortitud,battl,offici,desegreg,arm,forc,main,point,passag,tuskege,airmen,heroic,pilot,patriot,soldier,break,racial,boundari,help,world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,dog,capabl,learn,complex,behavior,help,peopl,way,attribut,make,possibl,dog,invalu,assist,perform,activ,rival,human,aid,case,train,labrador,retriev,routin,assist,wheelchair,bind,owner,take,item,reach,store,shelv,help,groceri,shop,hand,payment,driver,help,town,oper,machin,bank,card,access,cash,account,owner,accid,fell,wheelchair,prop,safe,posit,place,blanket,seek,help,train,save,owner,injuri,receiv,recognit,heroic,capabl,perform,servic,addit,loyal,companion,train,servic,dog,great,help,notabl,physic,challeng,owner,owner,specif,need,author,passag,like,tri,entertain,reader,stori,heroic,refut,claim,dog,suitabl,pet,convinc,reader,train,dog,provid,critic,servic,illustr,reason,dog,superior,human,assist,,,,,,,,,,,,,,,,,,,,,,
1770,work,precious,stone,cut,polish,engrav,know,lapidari,practic,profession,hobbyist,common,style,lapidari,vari,difficulti,cost,tool,requir,expens,method,call,tumbl,requir,revolv,barrel,contain,abras,turn,rough,rock,smooth,round,stone,cab,creat,polish,rock,flat,dome,demand,expens,equip,easili,learn,facet,complex,expens,techniqu,usual,entail,cut,polish,entir,gemston,symmetr,pattern,method,requir,artist,sens,knowledg,gemston,cut,principl,carv,tool,need,custom,method,work,stone,satisfi,hobbi,profit,endeavor,accord,passag,method,lapidari,produc,round,flat,carv,cab,facet,tumbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,hummingbird,quick,recogniz,small,size,incred,fast,wing,movement,western,hemispher,speci,hummingbird,especi,noteworthi,largest,speci,apt,name,giant,hummingbird,live,countri,includ,bolivia,peru,ecuador,chile,speci,cuba,call,hummingbird,hold,record,smallest,bird,speci,centimet,size,weigh,penni,hummingbird,horn,sungem,year,round,resid,brazil,fastest,averag,wing,beat,rat,interest,hummingbird,speci,backward,capabl,bird,thank,particular,wing,structur,musculatur,hummingbird,abl,direct,assist,wind,accord,passag,smallest,hummingbird,speci,bolivia,brazil,chile,cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,expedit,world,largest,salt,flat,salar,uyuni,bolivia,provid,opportun,remain,salt,lake,dri,thousand,year,stop,nearbi,salt,factori,produc,ton,tabl,salt,salt,flat,year,salt,flat,encount,spectacular,sight,like,hotel,actual,construct,salt,furnish,sculptur,salt,raini,season,salt,flat,coat,littl,water,wit,fascin,optic,illus,camera,readi,photograph,peopl,look,like,walk,drive,cloud,thank,layer,water,act,like,mirror,want,captur,imag,gigant,pyramid,salt,form,miner,salt,flat,daili,departur,tour,offic,base,passag,follow,statement,salar,uyuni,correct,reflect,rain,build,tourist,attract,largest,salt,lake,world,primari,sourc,world,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,research,method,obtain,data,individu,group,popul,random,sampl,method,know,statist,identifi,particip,defin,popul,person,equal,chanc,select,method,produc,result,consid,general,repres,target,popul,approach,probabl,sampl,popul,know,defin,particip,random,select,studi,popul,homeless,individu,communiti,research,avail,snowbal,sampl,method,avail,sampl,easiest,method,research,choos,conveni,reachabl,particip,snowbal,sampl,encourag,select,particip,recommend,studi,research,gain,particip,possibl,critic,choos,sampl,method,suit,need,research,conduct,base,passag,research,avail,sampl,import,defin,specif,popul,studi,select,particip,base,access,random,select,particip,popul,recommend,studi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,make,fruit,home,simpl,extra,fruit,lie,hous,process,involv,cook,fruit,mix,simpl,ingredi,suppli,need,glass,jar,lid,wooden,spoon,spatula,saucepan,begin,preserv,process,glass,jar,sanit,prevent,mold,bacteri,contamin,keep,warm,avoid,crack,temperatur,differ,add,step,combin,fruit,pectin,sugar,saucepan,slight,mash,fruit,textur,chunki,mixtur,prepar,saucepan,stave,boil,medium,heat,cook,pectin,combin,fruit,sugar,creat,like,consist,slice,lemon,rind,includ,place,store,buy,pectin,bubbl,boil,mixtur,smaller,thicker,readi,jar,base,passag,happen,immedi,mash,fruit,steril,glass,jar,combin,ingredi,cook,mixtur,medium,heat,slice,lemon,mixtur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,jigsaw,puzzl,conceiv,dissect,map,british,mapmak,name,john,spilsburi,spilsburi,wooden,map,piec,creat,teach,tool,children,royalti,learn,geographi,puzzl,like,begin,foot,power,fine,blade,method,allow,complic,wooden,shape,jigsaw,puzzl,bear,simultan,pictur,expens,puzzl,evolv,educ,theme,pure,entertain,parlor,game,affluent,adult,great,depress,manufactur,begin,mass,produc,puzzl,cardboard,instead,wood,bring,price,puzzl,wide,afford,puzzl,market,soon,great,expand,famili,member,abl,enjoy,assembl,inexpens,pastim,wide,varieti,jigsaw,puzzl,avail,includ,virtual,softwar,follow,statement,suggest,passag,earliest,puzzl,appeal,adult,spilsburi,puzzl,simpl,shape,great,depress,popular,puzzl,map,jigsaw,puzzl,longer,teach,geographi,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,follow,excerpt,crime,punish,fyodor,dostoyevski,complet,away,like,tortois,shell,sight,servant,girl,wait,look,room,writh,nervous,irrit,condit,overtak,monomaniac,entir,concentr,thing,landladi,fortnight,give,send,meal,think,expostul,go,dinner,nastasya,cook,servant,pleas,lodger,mood,entir,give,sweep,room,week,stray,room,broom,male,charact,passag,like,unabl,afford,room,clean,feel,disappoint,have,skip,dinner,eat,leav,room,disapprov,servant,girl,clean,room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,follow,excerpt,african,millionair,episod,life,illustri,colonel,clay,grant,allen,squar,parti,charl,amelia,isabel,nice,room,floor,overlook,lake,possess,faintest,symptom,incipi,mania,show,form,insan,desir,climb,mountain,height,disagre,steep,unnecessari,snowi,ventur,assert,enjoy,spend,time,sensibl,loung,lake,jolli,littl,steamer,mountain,climb,rigi,pilatus,engin,undertak,muscular,work,passag,suggest,charact,dislik,physic,excurs,dislik,independ,activ,mountain,climb,expedit,vacat,harsh,weather,condit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,follow,excerpt,languag,introduct,studi,speech,edward,sapir,know,languag,variabl,individu,generat,local,speak,precis,dialect,move,social,circl,absolut,speech,habit,minut,investig,speech,individu,reveal,countless,differ,choic,word,sentenc,structur,relat,frequenc,particular,form,combin,word,pronunci,particular,vowel,conson,combin,vowel,conson,featur,speed,stress,tone,life,speak,languag,sens,speak,slight,diverg,dialect,languag,ident,languag,discuss,languag,author,primari,focus,distinct,differ,dialect,languag,idea,variat,exist,singl,languag,speak,word,influenc,write,languag,great,variat,word,pronounc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
